project	source	trait	provider_translation	abi_capabilities	language	host_idioms	provider_surface_status	support_scope	evidence	next_required_work
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/filtering/edit_distance.rs	Dictionary	resource-cursor-protocol	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-resource-cursor-protocol
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/layers/latex/repair.rs"]	-
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/latex/repair.rs	RepairStrategy	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/layers/rescoring/lm_rerank.rs"]	-
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/lm_rerank.rs	LanguageModel	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/layers/rescoring/phonetic_rescore.rs"]	-
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/rescoring/phonetic_rescore.rs	PhoneticReference	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/layers/syntactic/mettail_type.rs"]	-
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/mettail_type.rs	TypeChecker	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/layers/syntactic/pos_tagging.rs"]	-
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/syntactic/pos_tagging.rs	PosModel	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/layers/traits.rs"]	-
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	kotlin	use; Iterable/Map; Sequence; SAM interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	scala	Using/AutoCloseable; Iterable; Iterator; type classes	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	clojure	Seqable; IReduceInit; Closeable; persistent values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	csharp	IDisposable/using; IEnumerable/IDictionary; exceptions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	fsharp	use/use!; seq; Result; object expressions; interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	go	interfaces; iter.Seq; io.Closer; errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	javascript	Symbol.iterator; Symbol.dispose; Error; native/WASM/WASI runtime identity	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	typescript	structural interfaces; Iterable; Disposable; discriminated errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	clojurescript	ISeqable; IReduce; protocol dispatch; close!	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	swift	Sequence/Collection; protocols; throws; deterministic scoped ownership	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	ruby	Enumerable; blocks/ensure; exceptions; explicit close	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	fortran	modules; derived types; type-bound procedures; finalizers	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	ocaml	abstract types; Seq; result; Fun.protect	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	haskell	type classes; Foldable; bracket; Either	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	lua	generic-for iterators; __close; tables; error values	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	raku	NativeCall; Iterable/Positional/Associative; LEAVE; exceptions	missing	-	-	implement-high-level-operation-interface
lling-llang	src/layers/traits.rs	CorrectionLayer	high-level-operation-interface	-	julia	ccall; multiple dispatch; AbstractDict/AbstractSet; iteration; do blocks; deterministic close and finalizers; @cfunction interfaces	missing	-	-	implement-high-level-operation-interface
lling-llang	src/llm/mod.rs	ConstrainedDecoder	high-level-operation-interface	-	rust	traits; IntoIterator/Iterator; Result; Drop	complete	full-native-trait-surface	["lling-llang:src/llm/mod.rs"]	-
lling-llang	src/llm/mod.rs	ConstrainedDecoder	high-level-operation-interface	-	c	opaque handles; status codes; bounded buffers; vtables	missing	-	-	implement-high-level-operation-interface
lling-llang	src/llm/mod.rs	ConstrainedDecoder	high-level-operation-interface	-	cpp	RAII; ranges/iterators; move-only handles; typed errors	missing	-	-	implement-high-level-operation-interface
lling-llang	src/llm/mod.rs	ConstrainedDecoder	high-level-operation-interface	-	python	context managers; iterators/collections; exceptions; protocols	missing	-	-	implement-high-level-operation-interface
lling-llang	src/llm/mod.rs	ConstrainedDecoder	high-level-operation-interface	-	java	AutoCloseable/try-with-resources; Collection/Map; Stream/Spliterator; interfaces	missing	-	-	implement-high-level-operation-interface
