facade	kind	native_item	public_symbol	surface_status	source_evidence	source_status	guide	documentation_status	test_evidence	test_status	canonical_example	example_status	reason
fortran	function	llev_query_cursor_reduce	-	reasoned-absence	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	inapplicable	bindings/fortran/README.md	inapplicable	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	inapplicable	bindings/fortran/test/test_distance.f90	inapplicable	no public batch-reduction entry point; the safe iterator leases and materializes one bounded native batch at a time internally
fortran	function	llev_query_cursor_free	query_iterator%close	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	complete	-
fortran	function	llev_owned_string_free	phonetic_rule_set%apply	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	function	llev_phonetic_pattern_compile_regex	compile_phonetic_regex	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	complete	-
fortran	function	llev_phonetic_pattern_compile_llre	compile_phonetic_llre	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	function	llev_phonetic_pattern_free	phonetic_pattern%close	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	complete	-
fortran	function	llev_phonetic_pattern_size	phonetic_pattern%size	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	function	llev_phonetic_pattern_matches	phonetic_pattern%matches	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	complete	-
fortran	function	llev_transducer_query_pattern	transducer%query_pattern	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	function	llev_phonetic_rules_parse	parse_phonetic_rules	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	function	llev_phonetic_rules_builtin	builtin_phonetic_rules	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	function	llev_phonetic_rules_free	phonetic_rule_set%close	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	complete	-
fortran	function	llev_phonetic_rules_len	phonetic_rule_set%length	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	function	llev_phonetic_rules_apply	phonetic_rule_set%apply	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	enum	enum:status	llev_ok	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	complete	-
fortran	enum	enum:algorithm	llev_standard	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	enum	enum:queryOrder	llev_traversal	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	audit-required	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	enum	enum:phoneticRuleSetKind	-	reasoned-absence	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	inapplicable	bindings/fortran/README.md	inapplicable	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	inapplicable	bindings/fortran/test/test_distance.f90	inapplicable	builtin_phonetic_rules takes a raw integer kind; named constants are not provided
fortran	protocol	protocol:iterator	query_iterator%next	exposed	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	complete	bindings/fortran/README.md	complete	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	complete	bindings/fortran/test/test_distance.f90	audit-required	-
fortran	protocol	protocol:reducer	-	reasoned-absence	["bindings/fortran/src/vinary_tree_liblevenshtein.f90"]	inapplicable	bindings/fortran/README.md	inapplicable	["bindings/fortran/test/test_distance.f90","bindings/fortran/integration/test/test_cross_project.f90"]	inapplicable	bindings/fortran/test/test_distance.f90	inapplicable	no public batch-reduction entry point; the safe iterator leases and materializes one bounded native batch at a time internally
go	function	llev_abi_version	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	not bound; ABI constants are mirrored from bindings/api.json
go	function	llev_api_revision	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	not bound; ABI constants are mirrored from bindings/api.json
go	function	llev_build_features	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	not bound; phonetic availability surfaces at call time as Error with the UNSUPPORTED status
go	function	llev_last_error_message	Error	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_string_free	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
go	function	llev_string_array_free	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
go	function	llev_string_dup	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
go	function	llev_distance	Distance	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_distance_threshold	DistanceThreshold	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_damerau_distance	DamerauDistance	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_damerau_distance_threshold	DamerauDistanceThreshold	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_true_damerau_distance	TrueDamerauDistance	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_true_damerau_distance_threshold	TrueDamerauDistanceThreshold	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_transducer_new	NewTransducer	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_transducer_snapshot	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	not exposed as a separate facade operation; ordinary query construction already captures a query-start snapshot and this facade has no explicit reusable snapshot object
go	function	llev_transducer_free	Transducer.Close	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_transducer_unit_domain	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	not bound; every match descriptor carries its own unit domain, so the transducer-level accessor is redundant for this facade
go	function	llev_transducer_query_utf8	Transducer.Query	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_transducer_query_bytes	Transducer.QueryBytes	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_transducer_query_u64	Transducer.QueryU64	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_query_cursor_next_batch	Iterator.Next	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_query_cursor_release_batch	Iterator.Next	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_query_cursor_reduce	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	no public batch-reduction entry point; the safe iterator leases and materializes one bounded native batch at a time internally
go	function	llev_query_cursor_free	Iterator.Close	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_owned_string_free	PhoneticRuleSet.Apply	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_phonetic_pattern_compile_regex	CompilePhoneticRegex	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_phonetic_pattern_compile_llre	CompilePhoneticLLRE	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_phonetic_pattern_free	PhoneticPattern.Close	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_phonetic_pattern_size	PhoneticPattern.Size	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_phonetic_pattern_matches	PhoneticPattern.Matches	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_transducer_query_pattern	Transducer.QueryPattern	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_phonetic_rules_parse	ParsePhoneticRules	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_phonetic_rules_builtin	BuiltinPhoneticRules	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_phonetic_rules_free	PhoneticRuleSet.Close	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	complete	bindings/go/liblevenshtein_test.go	complete	-
go	function	llev_phonetic_rules_len	PhoneticRuleSet.Len	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	function	llev_phonetic_rules_apply	PhoneticRuleSet.Apply	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	enum	enum:status	Error.Status	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	enum	enum:algorithm	Algorithm	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	enum	enum:queryOrder	QueryOrder	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	enum	enum:phoneticRuleSetKind	PhoneticRuleSetKind	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	protocol	protocol:iterator	Iterator.Next	exposed	["bindings/go/liblevenshtein.go"]	complete	bindings/go/README.md	complete	["bindings/go/liblevenshtein_test.go"]	audit-required	bindings/go/liblevenshtein_test.go	audit-required	-
go	protocol	protocol:reducer	-	reasoned-absence	["bindings/go/liblevenshtein.go"]	inapplicable	bindings/go/README.md	inapplicable	["bindings/go/liblevenshtein_test.go"]	inapplicable	bindings/go/liblevenshtein_test.go	inapplicable	no public batch-reduction entry point; the safe iterator leases and materializes one bounded native batch at a time internally
haskell	function	llev_abi_version	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	not bound; ABI constants are mirrored from bindings/api.json
haskell	function	llev_api_revision	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	not bound; ABI constants are mirrored from bindings/api.json
haskell	function	llev_build_features	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	not bound; phonetic availability surfaces at call time as thrown IOError userError values with the UNSUPPORTED status
haskell	function	llev_last_error_message	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	the native message is folded into thrown IOError userError values; no dedicated exported error type
haskell	function	llev_string_free	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
haskell	function	llev_string_array_free	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
haskell	function	llev_string_dup	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
haskell	function	llev_distance	distance	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_distance_threshold	distanceThreshold	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_damerau_distance	damerauDistance	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_damerau_distance_threshold	damerauDistanceThreshold	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_true_damerau_distance	trueDamerauDistance	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_true_damerau_distance_threshold	trueDamerauDistanceThreshold	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_transducer_new	transducer	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_transducer_snapshot	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	not exposed as a separate facade operation; ordinary query construction already captures a query-start snapshot and this facade has no explicit reusable snapshot object
haskell	function	llev_transducer_free	closeTransducer	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_transducer_unit_domain	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	not bound; every match descriptor carries its own unit domain, so the transducer-level accessor is redundant for this facade
haskell	function	llev_transducer_query_utf8	queryText	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_transducer_query_bytes	queryBytes	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	audit-required	bindings/haskell/test/Main.hs	audit-required	-
haskell	function	llev_transducer_query_u64	queryU64	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_query_cursor_next_batch	next	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_query_cursor_next_batch	nextBatch	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	audit-required	bindings/haskell/test/Main.hs	audit-required	-
haskell	function	llev_query_cursor_release_batch	nextBatch	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	audit-required	bindings/haskell/test/Main.hs	audit-required	-
haskell	function	llev_query_cursor_reduce	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	batch reduction is provided by foldBatches over next_batch/release_batch leases; the native callback reducer is not bound
haskell	function	llev_query_cursor_free	closeCursor	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_owned_string_free	applyRules	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_pattern_compile_regex	regexPattern	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_pattern_compile_llre	llrePattern	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	audit-required	bindings/haskell/test/Main.hs	audit-required	-
haskell	function	llev_phonetic_pattern_free	closePattern	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_pattern_size	patternSize	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_pattern_matches	patternMatches	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_transducer_query_pattern	queryPattern	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	audit-required	bindings/haskell/test/Main.hs	audit-required	-
haskell	function	llev_phonetic_rules_parse	phoneticRules	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_rules_builtin	phoneticRules	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_rules_free	closeRules	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_rules_len	rulesLength	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	function	llev_phonetic_rules_apply	applyRules	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	complete	bindings/haskell/test/Main.hs	complete	-
haskell	enum	enum:status	-	reasoned-absence	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	inapplicable	bindings/haskell/README.md	inapplicable	["bindings/haskell/test/Main.hs"]	inapplicable	bindings/haskell/test/Main.hs	inapplicable	failures raise IOError userError with the native message; the numeric status is not re-exposed
haskell	enum	enum:algorithm	Algorithm	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	audit-required	bindings/haskell/test/Main.hs	audit-required	-
haskell	enum	enum:queryOrder	QueryOrder	exposed	["bindings/haskell/src/VinaryTree/Liblevenshtein.hsc"]	complete	bindings/haskell/README.md	complete	["bindings/haskell/test/Main.hs"]	audit-required	bindings/haskell/test/Main.hs	audit-required	-
